"id","city_id","country_code","country_id","country_name_en","country_name_ru","name_en","name_ru","parent_id","pretty_slug","type","slug"
965 821 553,965 821 553,R,153,Russia,Россия,Divnomorsk,Дивноморск,965 821 147,divnomorsk,City,divnomorsk
965 821 568,965 821 568,R,153,Russia,Россия,Loo,Лоо,6 084 686,loo,City,loo
965 821 569,965 821 569,R,153,Russia,Россия,Nizhnyaya Beranda,Нижняя Беранда,965 821 147,nizhnyaya_beranda,City,nizhnyaya_beranda
965 821 576,965 821 576,R,153,Russia,Россия,Teberda,Теберда,965 821 148,teberda,City,teberda
965 821 581,965 821 581,R,153,Russia,Россия,Veseloe,Весёлое,6 084 686,veseloe,City,veseloe
965 821 586,965 821 586,R,153,Russia,Россия,Pervouralsk,Первоуральск,965 820 941,pervouralsk,City,pervouralsk
965 821 589,965 821 589,R,153,Russia,Россия,Zelenaya Polyana,Зелёная Поляна,965 821 186,zelenaya_polyana,City,zelenaya_polyana
965 821 590,965 821 590,R,153,Russia,Россия,Burduguz,Бурдугуз,965 820 895,burduguz,City,burduguz
965 821 591,965 821 591,R,153,Russia,Россия,Zhilino,Жилино,965 821 051,zhilino,City,zhilino
965 821 594,965 821 594,R,153,Russia,Россия,Novorzhev,Новоржев,965 820 997,novorzhev,City,novorzhev
965 821 601,965 821 601,R,153,Russia,Россия,Angarsk,Ангарск,965 820 895,angarsk,City,irkutsk_region_angarsk
965 821 605,965 821 605,R,153,Russia,Россия,Pashkovskii,Пашковский,1 913,pashkovskii,City,pashkovskii
965 824 569,965 824 569,R,153,Russia,Россия,Oranzherei,Оранжереи,965 821 124,oranzherei,City,oranzherei
965 824 570,965 824 570,R,153,Russia,Россия,Breitovo,Брейтово,965 821 117,breitovo,City,breitovo
965 824 575,965 824 575,R,153,Russia,Россия,Komarovo,Комарово,965 820 996,komarovo,City,komarovo
965 824 576,965 824 576,R,153,Russia,Россия,Kimri,Кимры,965 820 998,kimri,City,kimri
965 824 577,965 824 577,R,153,Russia,Россия,Letnyaya Zolotitsa,Летняя Золотица ,965 820 979,letnyaya_zolotitsa,City,letnyaya_zolotitsa
965 824 582,965 824 582,R,153,Russia,Россия,Medvezhegorsk,Медвежьегорск,965 820 974,medvezhegorsk_karelia,City,karelia_medvezhegorsk
965 824 586,965 824 586,R,153,Russia,Россия,Akhtubinsk,Ахтубинск,965 821 124,akhtubinsk,City,akhtubinsk
965 824 681,965 824 681,R,153,Russia,Россия,Polyarnye Zori,Полярные Зори,965 820 939,polyarnye_zori,City,polyarnye_zori
965 824 759,965 824 759,R,153,Russia,Россия,Kolezhma,Колежма,965 820 974,kolezhma,City,kolezhma
965 824 761,965 824 761,R,153,Russia,Россия,Smolensk,Смоленск,965 821 118,smolensk,City,smolensk_oblast_smolensk
965 824 762,965 824 762,R,153,Russia,Россия,Yakhroma,Яхрома,965 821 051,yakhroma,City,yakhroma
965 824 763,965 824 763,R,153,Russia,Россия,Belokurikha,Белокуриха,965 820 890,belokurikha,City,belokurikha
965 824 770,965 824 770,R,153,Russia,Россия,Troitsk,Троицк,965 821 186,troitsk,City,troitsk
965 824 791,965 824 791,R,153,Russia,Россия,Strelna,Стрельна,2 042,strelna,City,leningrad_oblast_strelna
965 824 943,965 824 943,R,153,Russia,Россия,Kanaka,Канака,6 057 828,kanaka,City,kanaka
965 824 996,965 824 996,R,153,Russia,Россия,Bannoye Lake,Озеро Банное,965 820 977,bannoye_lake,City,bannoye_lake
965 825 041,965 825 041,R,153,Russia,Россия,Chernomorskoe,Черноморское,6 057 828,chernomorskoe,City,chernomorskoe
965 825 290,965 825 290,R,153,Russia,Россия,Zvenigorod,Звенигород,965 821 051,zvenigorod,City,zvenigorod
965 825 442,965 825 442,R,153,Russia,Россия,Orlovo,Орлово,965 821 051,orlovo,City,orlovo
965 825 443,965 825 443,R,153,Russia,Россия,Kartmazovo,Картмазово,965 821 051,kartmazovo,City,kartmazovo
965 825 462,965 825 462,R,153,Russia,Россия,Utes,Утес,6 057 828,utes,City,utes
965 825 521,965 825 521,R,153,Russia,Россия,Lyugowochi,Люговичи,965 820 996,lyugowochi,City,lyugowochi
965 825 580,965 825 580,R,153,Russia,Россия,Aleksin,Алексин,6 288 543,aleksin,City,aleksin
965 825 581,965 825 581,R,153,Russia,Россия,Nemchinovka,Немчиновка,965 821 051,nemchinovka_moscow_region,City,moscow_region_nemchinovka
965 825 583,965 825 583,R,153,Russia,Россия,Zaborovka,Заборовка,965 820 997,zaborovka,City,zaborovka
965 825 687,965 825 687,R,153,Russia,Россия,Solnechnogorskoe,Солнечногорское,6 057 828,solnechnogorskoe,City,solnechnogorskoe
965 825 688,965 825 688,R,153,Russia,Россия,Kremenki,Кременки,965 821 139,kremenki,City,kremenki
965 825 690,965 825 690,R,153,Russia,Россия,Djemete,Джемете,965 821 147,djemete,City,djemete
965 825 693,965 825 693,R,153,Russia,Россия,Lesosibirsk,Лесосибирск,965 820 894,lesosibirsk,City,lesosibirsk
965 825 694,965 825 694,R,153,Russia,Россия,Lesosibirsk,Лесосибирск,965 820 894,lesosibirsk_krasnoyarsk_krai,City,krasnoyarsk_krai_lesosibirsk
965 825 715,965 825 715,R,153,Russia,Россия,Yam,Ям,965 821 051,yam,City,yam
965 825 717,965 825 717,R,153,Russia,Россия,Beregovoe,Береговое,6 057 828,beregovoe_crimea,City,crimea_beregovoe
965 825 740,965 825 740,R,153,Russia,Россия,Ulitkino,Улиткино,965 821 051,ulitkino,City,ulitkino
965 825 741,965 825 741,R,153,Russia,Россия,Rayki,Райки,965 821 051,rayki,City,rayki
965 825 836,965 825 836,R,153,Russia,Россия,Privetnoe,Приветное,6 057 828,privetnoe,City,privetnoe
965 825 845,965 825 845,R,153,Russia,Россия,Novaya Salin,Новая Салынь,965 821 120,novaya_salin,City,novaya_salin
965 825 913,965 825 913,R,153,Russia,Россия,Burashevo,Бурашево,965 820 998,burashevo,City,burashevo
965 825 934,965 825 934,R,153,Russia,Россия,Morskoe,Морское,6 057 828,morskoe,City,morskoe
965 825 983,965 825 983,R,153,Russia,Россия,Malorechenskoe,Малореченское,6 057 828,malorechenskoe,City,malorechenskoe
965 825 995,965 825 995,R,153,Russia,Россия,Vereya,Верея,965 821 051,vereya,City,vereya
965 825 996,965 825 996,R,153,Russia,Россия,Vladimirovka ,Владимировка,965 820 938,vladimirovka,City,vladimirovka
965 825 997,965 825 997,R,153,Russia,Россия,Ribachie,Рыбачье,6 057 828,ribachie,City,ribachie
965 826 014,965 826 014,R,153,Russia,Россия,Luga,Луга,965 820 996,luga,City,luga
965 826 023,965 826 023,R,153,Russia,Россия,Ruza,Руза,965 821 051,ruza,City,ruza
965 826 064,965 826 064,R,153,Russia,Россия,Mozhaysk,Можайск,965 821 051,mozhaysk,City,mozhaysk
965 826 086,965 826 086,R,153,Russia,Россия,Kotelniki,Котельники,965 821 051,kotelniki,City,kotelniki
965 826 498,965 826 498,R,153,Russia,Россия,Balaklava,Балаклава,6 057 828,balaklava,City,balaklava
965 826 542,965 826 542,R,153,Russia,Россия,Khabez,Хабез,6 288 354,khabez,City,khabez
965 826 551,965 826 551,R,153,Russia,Россия,Plyaho,Пляхо,6 288 364,plyaho,City,plyaho
965 826 786,965 826 786,R,153,Russia,Россия,Nizhny Tagil,Нижний Тагил,965 820 941,nizhny_tagil,City,nizhny_tagil
965 826 812,965 826 812,R,153,Russia,Россия,Nefteyugansk,Нефтеюганск,6 288 360,nefteyugansk_khanty-mansi_autonomous_okrug,City,ural_nefteyugansk
965 826 819,965 826 819,R,153,Russia,Россия,Salekhard,Салехард,6 288 590,salekhard,City,salekhard
965 826 871,965 826 871,R,153,Russia,Россия,Filimonkovskoe,Филимонковское,6 288 454,filimonkovskoe,City,filimonkovskoe
965 826 875,965 826 875,R,153,Russia,Россия,Demino,Дёмино,6 288 591,demino,City,demino
965 826 922,965 826 922,R,153,Russia,Россия,Pesochny,Песочный,2 042,pesochny_saint_petersburg,City,pesochny
965 826 952,965 826 952,R,153,Russia,Россия,Malysheva,Малышева,6 288 533,malysheva,City,malysheva
965 827 031,965 827 031,R,153,Russia,Россия,Maryino,Марьино,6 288 454,maryino_moscow_oblast,City,maryino
965 827 034,965 827 034,R,153,Russia,Россия,Tarusa,Таруса,6 288 454,tarusa,City,tarusa
965 827 038,965 827 038,R,153,Russia,Россия,Zvizzhi,Звизжи,6 288 351,zvizzhi,City,zvizzhi
965 827 522,965 827 522,R,153,Russia,Россия,Valuevo,Валуево,965 825 353,valuevo,City,valuevo
965 827 840,965 827 840,R,153,Russia,Россия,Zelenograd,Зеленоград,2 395,zelao_area,City,zelao
965 827 846,965 827 846,R,153,Russia,Россия,Uste,Устье,6 288 557,uste,City,uste
965 827 888,965 827 888,R,153,Russia,Россия,Korobcheevo,Коробчеево,6 288 454,korobcheevo,City,korobcheevo
965 827 892,965 827 892,R,153,Russia,Россия,Severobaykalsk,Северобайкальск,153,severobaykalsk,City,severobaykalsk
965 827 932,965 827 932,R,153,Russia,Россия,village Monastir,село Монастырь,6 084 686,village_monastir,City,village_monastir
965 827 937,965 827 937,R,153,Russia,Россия,Sorochinsk,Сорочинск,965 820 993,sorochinsk,City,sorochinsk
965 829 168,965 829 168,R,153,Russia,Россия,Sibay,Сибай,965 820 977,sibay,City,sibay
965 829 180,965 829 180,R,153,Russia,Россия,Yurga,Юрга,6 288 356,yurga_kemerovo_oblast,City,western_siberia_yurga
965 829 205,965 829 205,R,153,Russia,Россия,Новосёлово,Новоселово,1 798,,City,novosyolovo
965 829 209,965 829 209,R,153,Russia,Россия,Miass,Миасс,6 288 320,miass,City,miass
965 829 272,965 829 272,R,153,Russia,Россия,Chebarkul,Чебаркуль,6 288 320,chebarkul,City,chebarkul
965 829 273,965 829 273,R,153,Russia,Россия,Berezovsky,Березовский,6 288 533,berezovsky,City,berezovsky
965 829 277,965 829 277,R,153,Russia,Россия,Ordzhonikidze Village,Поселок городского типа Орджоникидзе,6 057 828,ordzhonikidze_village,City,ordzhonikidze_village
965 829 283,965 829 283,R,153,Russia,Россия,Megvodnoe,Межводное,6 057 828,megvodnoe,City,megvodnoe
965 829 295,965 829 295,R,153,Russia,Россия,Solnechnoe,Солнечное,965 820 996,solnechnoe,City,solnechnoe
965 829 298,965 829 298,R,153,Russia,Россия,Primorskiy (Tamanskiy Zaliv),Приморский (Таманский залив),6 288 364,primorskiy_tamanskiy_zaliv,City,primorskiy_(tamanskiy_zaliv)
965 829 302,965 829 302,R,153,Russia,Россия,Nikolaevka,Николаевка,6 057 828,nikolaevka,City,nikolaevka
965 829 310,965 829 310,R,153,Russia,Россия,Sayanogorsk,Саяногорск,6 288 358,sayanogorsk,City,sayanogorsk
965 829 318,965 829 318,R,153,Russia,Россия,Zavolgie,Заволжье,6 288 471,zavolgie,City,zavolgie
965 829 323,965 829 323,R,153,Russia,Россия,Korobicino,Коробицыно,965 820 996,korobicino,City,korobicino
965 829 325,965 829 325,R,153,Russia,Россия,Patrushevo,Патрушево,3 450,patrushevo,City,patrushevo
965 829 327,965 829 327,R,153,Russia,Россия,Sadovii,Садовый,6 288 571,sadovii,City,sadovii
965 829 329,965 829 329,R,153,Russia,Россия,Big Yalta,Большая Ялта,6 057 828,big_yalta,City,big_yalta
965 829 336,965 829 336,R,153,Russia,Россия,Zikovshina,Зыковщина,965 820 937,zikovshina,City,zikovshina
965 829 337,965 829 337,R,153,Russia,Россия,Livni,Ливны,6 288 493,livni,City,livni
965 829 339,965 829 339,R,153,Russia,Россия,Nedel'noe,Недельное,6 288 351,nedelnoe,City,nedel'noe
965 829 340,965 829 340,R,153,Russia,Россия,Uspeh,Успех,6 288 308,uspeh,City,astrakhan_oblast_uspeh_street
965 829 342,965 829 342,R,153,Russia,Россия,Nagorniy,Нагорный,179 619,nagorniy,City,nagorniy
965 829 343,965 829 343,R,153,Russia,Россия,Nesterovo,Нестерово,6 308 045,nesterovo_ruza,City,nesterovo
965 829 494,965 829 494,R,153,Russia,Россия,Prohovo,Прохово,6 288 557,prohovo,City,prohovo
262,262,R,153,Russia,Россия,Abakan,Абакан,6 288 358,abakan,City,abakan
413,413,R,153,Russia,Россия,Arkhangelsk,Архангельск,6 288 307,arkhangelsk,City,arkhangelsk
497,497,R,153,Russia,Россия,Barnaul,Барнаул,6 288 304,barnaul,City,barnaul
1 720,1 720,R,153,Russia,Россия,Yoshkar-Ola,Йошкар-Ола,6 288 370,yoshkar-ola,City,yoshkar-ola
1 913,1 913,R,153,Russia,Россия,Krasnodar,Краснодар,6 288 364,krasnodar,City,krasnodar
1 965,1 965,R,153,Russia,Россия,Kirov,Киров,6 288 361,kirov,City,kirov
1 981,1 981,R,153,Russia,Россия,Komsomolsk Na Amure,Комсомольск-на-Амуре,6 288 357,komsomolsk_na_amure,City,komsomolsk_na_amure
2 548,2 548,R,153,Russia,Россия,Nefteyugansk,Нефтеюганск,6 288 360,nefteyugansk,City,nefteyugansk
2 625,2 625,R,153,Russia,Россия,Nadym,Надим,6 288 590,nadym,City,nadym
2 705,2 705,R,153,Russia,Россия,Orsk,Орск,6 288 492,orsk,City,orsk
2 915,2 915,R,153,Russia,Россия,Pevek,Певек,6 288 300,pevek,City,pevek
2 944,2 944,R,153,Russia,Россия,Raduzhny,Радужный,6 288 360,raduzhny,City,raduzhny
3 197,3 197,R,153,Russia,Россия,Saransk,Саранск,6 288 371,saransk,City,saransk
3 325,3 325,R,153,Russia,Россия,Strezhevoy,Стрежевой,6 288 541,strezhevoy,City,strezhevoy
3 504,3 504,R,153,Russia,Россия,Tomsk,Томск,6 288 541,tomsk,City,tomsk
3 667,3 667,R,153,Russia,Россия,Yuzhno-Sakhalinsk,Южно-Сахалинск,6 288 521,yuzhno-sakhalinsk,City,yuzhno-sakhalinsk
3 748,3 748,R,153,Russia,Россия,Vladivostok,Владивосток,6 288 496,vladivostok,City,vladivostok
6 455,6 455,R,153,Russia,Россия,Balakovo,Балаково,6 288 525,balakovo,City,balakovo
8 304,8 304,R,153,Russia,Россия,Kaluga,Калуга,6 288 351,kaluga,City,kaluga
10 111,10 111,R,153,Russia,Россия,Tula,Тула,6 288 543,tula,City,tula
10 198,10 198,R,153,Russia,Россия,Kursk,Курск,6 288 367,kursk,City,kursk
10 281,10 281,R,153,Russia,Россия,Volgodonsk,Волгодонск,6 288 502,volgodonsk,City,volgodonsk
179 587,179 587,R,153,Russia,Россия,Vladykino,Владыкино,965 820 996,vladykino,City,vladykino
179 592,179 592,R,153,Russia,Россия,Troparevo,Тропарево,6 288 454,troparevo,City,troparevo
179 607,179 607,R,153,Russia,Россия,Lakhta,Лахта,6 288 460,lakhta,City,lakhta
179 618,179 618,R,153,Russia,Россия,Murino,Мурино,6 288 341,murino,City,murino
179 622,179 622,R,153,Russia,Россия,Novoarchangelskoje,Новоархангельское,6 288 492,novoarchangelskoje,City,novoarchangelskoje
179 623,179 623,R,153,Russia,Россия,Ostrov,Остров,6 288 499,ostrov,City,ostrov
179 629,179 629,R,153,Russia,Россия,Saltykovka,Салтыковка,965 821 051,saltykovka,City,saltykovka
179 635,179 635,R,153,Russia,Россия,Valuyevo,Валуево,6 288 363,valuyevo,City,valuyevo
179 638,179 638,R,153,Russia,Россия,Zarecje,Заречье,965 820 996,zarecje,City,zarecje
179 644,179 644,R,153,Russia,Россия,Volkovo,Волково,965 820 996,volkovo,City,volkovo
179 661,179 661,R,153,Russia,Россия,Ozerki,Озерки,6 288 304,ozerki,City,ozerki
179 666,179 666,R,153,Russia,Россия,Novinki,Новинки,6 288 307,novinki,City,novinki
179 676,179 676,R,153,Russia,Россия,Kamenka,Каменка,965 820 996,kamenka,City,kamenka
179 685,179 685,R,153,Russia,Россия,Aleksandrovskoye,Александровское,6 288 530,aleksandrovskoye,City,aleksandrovskoye
601 499,601 499,R,153,Russia,Россия,Krasnoyarsk,Красноярск,6 288 365,krasnoyarsk,City,krasnoyarsk
602 445,602 445,R,153,Russia,Россия,Atman,Атман,6 057 828,atman,City,atman
602 510,602 510,R,153,Russia,Россия,Kabardinka,Кабардинка,6 288 364,kabardinka,City,kabardinka
6 004 447,6 004 447,R,153,Russia,Россия,Ivanteyevka,Ивантеевка,178 289,ivanteyevka,City,ivanteyevka
6 049 234,6 049 234,R,153,Russia,Россия,Ryazan,Рязань,6 288 506,ryazan,City,ryazan
6 057 745,6 057 745,R,153,Russia,Россия,Sovetsk,Советск,965 820 933,sovetsk,City,sovetsk
6 057 777,6 057 777,R,153,Russia,Россия,Domodedovo,Домодедово,965 821 051,domodedovo,City,domodedovo
6 057 792,6 057 792,R,153,Russia,Россия,Pechki,Печки,965 821 118,pechki,City,pechki
6 057 804,6 057 804,R,153,Russia,Россия,Krasnaya Polyana,Красная Поляна,6 084 686,krasnaya_polyana,City,krasnaya_polyana
6 059 261,6 059 261,R,153,Russia,Россия,Pyatigorsk,Пятигорск,6 288 530,pyatigorsk,City,pyatigorsk
6 085 069,6 085 069,R,153,Russia,Россия,Naryan Mar,Нарьян-Мар,6 288 464,naryan_mar,City,naryan_mar
6 130 438,6 130 438,R,153,Russia,Россия,Lechishchevo,Лещичево,6 288 454,lechishchevo,City,lechishchevo
6 131 450,6 131 450,R,153,Russia,Россия,Taman,Таман,6 288 364,taman,City,taman
6 131 912,6 131 912,R,153,Russia,Россия,Sudak,Судак,6 057 828,sudak,City,sudak
6 137 274,6 137 274,R,153,Russia,Россия,Ivanovo,Иваново,6 288 344,ivanovo,City,ivanovo
6 140 993,6 140 993,R,153,Russia,Россия,Lobnya,Лобня,965 821 051,lobnya,City,lobnya
6 144 821,6 144 821,R,153,Russia,Россия,Roshchino,Рощино,965 820 996,roshchino,City,roshchino
6 155 685,6 155 685,R,153,Russia,Россия,Boltino,Болтино,965 821 051,boltino,City,boltino
6 156 875,6 156 875,R,153,Russia,Россия,Rozhdestvenno,Рождественно,6 288 454,rozhdestvenno,City,rozhdestvenno
6 179 061,6 179 061,R,153,Russia,Россия,Ramenskoye,Раменское,965 821 051,ramenskoye,City,ramenskoye
6 179 074,6 179 074,R,153,Russia,Россия,Vyksa,Выкса,6 288 471,vyksa,City,vyksa
6 179 091,6 179 091,R,153,Russia,Россия,Shuya,Шуя,6 288 344,shuya,City,shuya
6 191 510,6 191 510,R,153,Russia,Россия,Arzamas,Арзамас,1 361,arzamas_volga_region,City,volga_region_arzamas
6 205 760,6 205 760,R,153,Russia,Россия,Vaya,Вая,6 288 495,vaya,City,vaya
6 205 769,6 205 769,R,153,Russia,Россия,Segezha,Сегежа,6 288 355,segezha_northwest_russia,City,northwest_russia_segezha
6 288 333,6 288 333,R,153,Russia,Россия,Nazran,Назрань,6 288 336,nazran,City,nazran
6 288 346,6 288 346,R,153,Russia,Россия,Birobidzhan,Биробиджан,6 288 347,birobidzhan,City,birobidzhan
6 293 355,6 293 355,R,153,Russia,Россия,Lazarevskoye,Лазаревское,6 084 686,lazarevskoye,City,lazarevskoye
6 294 034,6 294 034,R,153,Russia,Россия,Bolshoy Kichmay,Большой Кичмай,6 084 686,bolshoy_kichmay,City,bolshoy_kichmay
6 297 496,6 297 496,R,153,Russia,Россия,Vatutinki,Ватутинки,178 289,vatutinki_moscow,City,moscow_oblast_vatutinki
6 297 510,6 297 510,R,153,Russia,Россия,Bol'shoye Ivanovskoye,Большое Ивановское,178 289,bolshoye_ivanovskoye,City,bol'shoye_ivanovskoye
6 297 569,6 297 569,R,153,Russia,Россия,Aleksandrovka,Александровка,178 289,aleksandrovka,City,aleksandrovka
6 297 597,6 297 597,R,153,Russia,Россия,Yubileyny,Юбилейный,178 289,yubileyny_moscow,City,moscow_oblast_yubileyny
6 297 670,6 297 670,R,153,Russia,Россия,Molokovo,Молоково,178 289,molokovo,City,molokovo
6 297 756,6 297 756,R,153,Russia,Россия,Krasnaya Gorka,Красная Горка,178 289,krasnaya_gorka,City,krasnaya_gorka
6 303 233,6 303 233,R,153,Russia,Россия,Volochaevskoye,Волочаевское,6 057 744,volochaevskoye,City,volochaevskoye
6 303 274,6 303 274,R,153,Russia,Россия,Fadeevo,Фадеево,6 288 364,fadeevo,City,fadeevo
6 303 294,6 303 294,R,153,Russia,Россия,Su-Psekh,Су-Псех,6 288 364,su-psekh,City,su-psekh
6 303 302,6 303 302,R,153,Russia,Россия,Yurkyne,Юркино,6 057 828,yurkyne,City,yurkyne
6 303 372,6 303 372,R,153,Russia,Россия,Psebay,Псебай,6 288 364,psebay,City,psebay
6 303 518,6 303 518,R,153,Russia,Россия,Pesochny,Песочный,965 820 996,pesochny,City,saint_petersburg_pesochny_neighborhood
6 303 900,6 303 900,R,153,Russia,Россия,Zhivotino,Животино,6 288 454,zhivotino,City,zhivotino
6 303 902,6 303 902,R,153,Russia,Россия,Dubna,Дубна,6 288 454,dubna_moscow_oblast,City,moscow_oblast_dubna
6 304 330,6 304 330,R,153,Russia,Россия,Nekrasovo,Некрасово,6 057 744,nekrasovo,City,nekrasovo
6 304 372,6 304 372,R,153,Russia,Россия,Navashino,Навашино,6 288 471,navashino,City,navashino
6 304 505,6 304 505,R,153,Russia,Россия,Divnogorsk,Дивногорск,6 288 365,divnogorsk,City,divnogorsk
6 304 655,6 304 655,R,153,Russia,Россия,Yaroslavl Historic City Centre,Исторический центр Ярославля,6 288 591,yaroslavl_historic_city_centre,City,yaroslavl_historic_city_centre
6 304 741,6 304 741,R,153,Russia,Россия,Katun,Катунь,6 288 305,katun,City,katun
6 304 742,6 304 742,R,153,Russia,Россия,Manzherok,Манжерок,6 288 305,manzherok,City,manzherok
6 304 744,6 304 744,R,153,Russia,Россия,Biysk,Бийск,6 288 304,biysk_altai_krai,City,altai_krai_biysk
6 305 170,6 305 170,R,153,Russia,Россия,Krasnoye,Красное,6 288 316,krasnoye,City,krasnoye
6 305 376,6 305 376,R,153,Russia,Россия,Sheregesh,Шерегеш,6 288 356,sheregesh_kemerovo_oblast,City,western_siberia_sheregesh
6 307 306,6 307 306,R,153,Russia,Россия,Zhudre,Жудре,6 288 493,zhudre,City,zhudre
6 307 314,6 307 314,R,153,Russia,Россия,Netyinka,Нетьинка,6 288 317,netyinka,City,netyinka
6 307 373,6 307 373,R,153,Russia,Россия,Yakty-Kul',Якты-Куль,6 288 314,yakty-kul,City,yakty-kul'
6 307 374,6 307 374,R,153,Russia,Россия,Zelyonaya Polyana,Зелёная Поляна,6 288 314,zelyonaya_polyana,City,zelyonaya_polyana
6 307 632,6 307 632,R,153,Russia,Россия,Utulik,Утулик,6 288 341,utulik,City,utulik
6 307 637,6 307 637,R,153,Russia,Россия,Bol'shoye Goloustnoye,Большое Голоустное,6 288 341,bolshoye_goloustnoye,City,bol'shoye_goloustnoye
6 308 037,6 308 037,R,153,Russia,Россия,Bronnitsy,Бронницы,6 288 454,bronnitsy_moscow_oblast,City,moscow_oblast_bronnitsy
6 308 044,6 308 044,R,153,Russia,Россия,Borodino,Бородино,6 288 454,borodino,City,borodino
6 308 046,6 308 046,R,153,Russia,Россия,Volokolamsk,Волоколамск,6 288 454,volokolamsk_moscow_oblast,City,moscow_oblast_volokolamsk
6 308 149,6 308 149,R,153,Russia,Россия,Obninsk,Обнинск,6 288 351,obninsk_kaluga_oblast,City,central_russia_obninsk
6 308 442,6 308 442,R,153,Russia,Россия,Lukhovitsy,Луховицы,6 288 454,lukhovitsy,City,lukhovitsy
6 308 521,6 308 521,R,153,Russia,Россия,Klimovsk,Климовск,178 289,klimovsk,City,klimovsk
6 308 852,6 308 852,R,153,Russia,Россия,Kamyzyak,Камызяк,6 288 308,kamyzyak,City,kamyzyak
6 308 880,6 308 880,R,153,Russia,Россия,Severodvinsk,Severodvinsk,6 288 307,severodvinsk_arkhangelsk_oblast,City,arkhangelsk_oblast_severodvinsk
6 308 906,6 308 906,R,153,Russia,Россия,Kineshma,Kineshma,6 288 344,kineshma_ivanovo_oblast,City,golden_ring_kineshma
6 308 910,6 308 910,R,153,Russia,Россия,Pavlovskoye,Павловское,6 288 591,pavlovskoye,City,pavlovskoye
965 821 298,965 821 298,R,153,Russia,Россия,Dolgoprudny,Долгопрудный,965 821 051,dolgoprudny,City,dolgoprudny
965 821 301,965 821 301,R,153,Russia,Россия,Kondopoga,Кондопога,965 820 974,kondopoga,City,kondopoga
965 821 302,965 821 302,R,153,Russia,Россия,Stary Oskol,Старый Оскол,965 821 127,stary_oskol,City,stary_oskol
965 821 325,965 821 325,R,153,Russia,Россия,Pulkovo,Пулково,965 820 996,pulkovo,City,pulkovo
965 821 336,965 821 336,R,153,Russia,Россия,Belomorsk,Беломорск,965 820 974,belomorsk,City,belomorsk
965 821 342,965 821 342,R,153,Russia,Россия,Azov,Азов,965 821 103,azov,City,azov
965 821 377,965 821 377,R,153,Russia,Россия,Novodvinsk ,Новодвинск,965 820 979,novodvinsk,City,novodvinsk
965 821 378,965 821 378,R,153,Russia,Россия,Dmitrov,Дмитров,965 821 051,dmitrov,City,dmitrov
965 821 380,965 821 380,R,153,Russia,Россия,Oktyabrskiy ,Октябрьский,965 820 979,oktyabrskiy_arkhangelsk_oblast,City,oktyabrskiy
965 821 396,965 821 396,R,153,Russia,Россия,Yarensk ,Яренск,965 820 979,yarensk,City,yarensk
965 821 402,965 821 402,R,153,Russia,Россия,Pereslavl-Zalesskiy ,Переславль-Залесский,965 821 117,pereslavl-zalesskiy,City,pereslavl-zalesskiy
965 821 405,965 821 405,R,153,Russia,Россия,Jantarniy ,Янтарный,965 820 933,jantarniy,City,jantarniy
965 821 419,965 821 419,R,153,Russia,Россия,Oktyabrskiy,Октябрьский,965 821 051,oktyabrskiy,City,moscow_region_oktyabrskiy
965 821 426,965 821 426,R,153,Russia,Россия,Rabocheostrovsk ,Рабочеостровск,965 820 974,rabocheostrovsk,City,rabocheostrovsk
965 821 427,965 821 427,R,153,Russia,Россия,Salmi ,Салми,965 820 974,salmi,City,salmi
965 821 433,965 821 433,R,153,Russia,Россия,Solnechnogorsk,Солнечногорск,965 821 051,solnechnogorsk,City,solnechnogorsk
965 821 440,965 821 440,R,153,Russia,Россия,Zhukovskiy,Жуковский,965 821 051,zhukovskiy,City,zhukovskiy
965 821 448,965 821 448,R,153,Russia,Россия,Salavat ,Салават,965 820 977,salavat,City,salavat
965 821 450,965 821 450,R,153,Russia,Россия,Sarov ,Саров,965 821 142,sarov,City,sarov
965 821 466,965 821 466,R,153,Russia,Россия,Gurzuf ,Гурзуф,6 084 933,gurzuf,City,gurzuf
965 821 475,965 821 475,R,153,Russia,Россия,Partenit ,Партенит,6 057 828,partenit,City,partenit
965 821 533,965 821 533,R,153,Russia,Россия,Sosnovyi Bor,Сосновый бор,965 820 996,sosnovyi_bor,City,sosnovyi_bor
965 821 538,965 821 538,R,153,Russia,Россия,Angarsk,Ангарск,965 820 895,angarsk_irkutsk_region,City,angarsk
965 821 541,965 821 541,R,153,Russia,Россия,Kuibyshev,Куйбышев,965 820 888,kuibyshev,City,kuibyshev
965 821 543,965 821 543,R,153,Russia,Россия,Nikola,Никола,965 820 895,nikola,City,nikola
965 821 550,965 821 550,R,153,Russia,Россия,Betta,Бетта,965 821 147,betta,City,betta
965 821 557,965 821 557,R,153,Russia,Россия,Elbrus,Эльбрус,965 821 551,elbrus_prielbruse,City,elbrus
965 821 561,965 821 561,R,153,Russia,Россия,Iakornaia Shchel,Якорная Щель,6 084 686,iakornaia_shchel,City,iakornaia_shchel
965 821 564,965 821 564,R,153,Russia,Россия,Khosta,Хоста,6 084 686,khosta,City,khosta
965 821 571,965 821 571,R,153,Russia,Россия,Peresyp,Пересыпь,965 821 147,peresyp,City,peresyp
965 821 574,965 821 574,R,153,Russia,Россия,Sukko,Сукко,965 821 147,sukko,City,sukko
965 821 578,965 821 578,R,153,Russia,Россия,Tuapse,Туапсе,965 821 147,tuapse,City,tuapse
