994	['acm_hotel', 'acm_hotel_popular', 'contacts_site']	0.003%	отель москва-сити официальный сайт	2
995	['acm_hostel', 'city', 'price_cheap', 'space_near']	0.003%	хостел киев недорого возле	2
996	['acm_minihotel', 'city', 'poi_metro', 'poi_metro_station']	0.003%	мини-отель москва метро нагорная	1
997	['acm_gost', 'map']	0.003%	гостиницы на карте	2
998	['action_see', 'city', 'poi_metro_station', 'wh_what']	0.003%	что посмотреть на вднх москва	2
999	['acm_obj', 'city', 'geo_oblast']	0.003%	дома отдыха санкт-петербурга и ленинградской области	2
1000	['city', 'geo_oblast', 'tickets', 'transport_train']	0.003%	билет архангельск москва поезд	1
1001	['acm_hotel', 'acm_hotel_popular', 'poi_metro_station']	0.003%	отель гранд сокольники	2
1002	['acm_gost', 'amn_basin', 'geo_oblast']	0.003%	гостиницы в омске с бассейном	1
1003	['acm_hostel', 'city', 'city_city', 'poi_centre']	0.003%	кострома хостелы в центре города	1
1004	['country', 'date_month', 'date_year', 'hot']	0.003%	горячие туры в египет на октябрь 2015	2
1005	['city', 'country', 'date_year', 'photo']	0.003%	фото мармариса турция 2015	2
1006	['acm_hostel', 'city', 'poi_metro', 'poi_metro_station', 'poi_metro_station_spb']	0.003%	хостел у метро парк победы москва	1
1007	['arrangement', 'city', 'price']	0.003%	экскурсия ко самет цена	1
1008	['acm_hotel', 'city', 'poi_park', 'space_near']	0.003%	отели сочи рядом с сочи парк	1
1009	['acm_gost', 'acm_obj_part', 'action2book', 'poi_metro_station']	0.003%	снять номер в гостинице в бибирево	1
1010	['acm_hostel', 'country']	0.003%	хостел колумб	1
1011	['acm_hostel', 'poi_avenue']	0.003%	хостел на мичуринском	2
1012	['action_do', 'city', 'wh_what']	0.003%	что делать в нижнем новгороде	2
1013	['acm_hotel', 'acm_hotel_popular', 'peninsula']	0.003%	крым отель парус	1
1014	['acm_acm', 'city', 'price']	0.003%	стоимость проживания в сочи	1
1015	['acm_gost', 'city', 'poi_station', 'price', 'space_near']	0.003%	гостиницы возле казанского вокзала москва цены	2
1016	['acm_hostel', 'acm_hotel_popular']	0.003%	москва сити хостел	1
1017	['acm_hotel', 'poi_metro_station', 'poi_station', 'space_near']	0.003%	отель возле белорусского вокзала	1
1018	['acm_gost', 'city', 'date_year', 'poi_sea', 'price', 'space_near']	0.003%	гостиницы в адлере 2015 цены рядом с морем	3
1019	['acm_gost', 'geo_oblast', 'poi_centre', 'price']	0.003%	гостиницы хабаровска в центре цены	1
1020	['acm_gost', 'city', 'date_year', 'map', 'price']	0.003%	гостиницы суздаля цены 2015 года карта	2
1021	['acm_gost', 'city', 'city_city', 'geo_rayon', 'poi_metro', 'poi_metro_station']	0.003%	гостиницы в районе м. "киевская" г. москва	1
1022	['acm_hotel', 'city', 'city_city', 'price_cheap']	0.003%	недорогие отеле в городе мышкин	1
1023	['acm_gost_popular', 'acm_hotel', 'city', 'rating']	0.003%	список эконом отелей в дубае	1
1024	['acm_gost', 'city', 'poi_metro_station', 'poi_quay', 'space_near']	0.003%	москва гостиница краснопресненская набережная рядом	1
1025	['acm_gost', 'acm_gost_popular', 'agregator_ostrovok']	0.003%	салют гостиница островок	1
1026	['acm_gost', 'acm_hotel_popular', 'city', 'poi_park', 'space_near']	0.003%	гостиницы рядом с парком ривьера в сочи	1
1027	['acm_gost', 'city', 'map', 'poi_metro', 'poi_metro_station']	0.003%	москва метро сокол карта гостиницы	1
1028	['acm_hotel', 'amn_beach', 'city', 'country', 'stars_5']	0.003%	таиланд пхукет отели 5 звезд с собственным пляжем	2
1029	['acm_gost', 'geo_oblast', 'poi_street_popular']	0.003%	гостиницы на кировской улицы	1
1030	['acm_gost', 'geo_rayon', 'poi_metro_station_spb']	0.003%	гостиницы в приморском районе	1
1031	['country', 'holiday', 'tour']	0.003%	тур в грецию новый год	1
1032	['acm_obj_part', 'city', 'price']	0.003%	стоимость номера в москве	1
1033	['acm_hotel', 'geo_oblast', 'time_hours']	0.003%	отель на час брянск	1
1034	['acm_gost', 'acm_gost_popular', 'action_reach', 'city', 'wh_how']	0.003%	как добраться с пулкова до гостиницы октябрьская	2
1035	['acm_gost', 'city', 'poi_centre', 'stars_5']	0.003%	гостиницы москвы 5 звезд в центре	3
1036	['acm_apart', 'action_buy', 'city', 'poi_sea']	0.003%	апартаменты в сочи у моря купить	1
1037	['action_visit', 'city', 'price_cheap', 'wh_where_direction']	0.003%	куда недорого сходить в москве	1
1038	['acm_gost', 'acm_gost_popular', 'reviews']	0.003%	гостиница восход отзывы	1
1039	['acm_gost', 'acm_hotel', 'city', 'contacts_site']	0.003%	отели и гостиницы сочи сайты	1
1040	['acm_gost', 'city', 'poi_metro_station', 'reviews']	0.003%	гостиница киевская санкт.петербург отзывы	2
1041	['acm_hostel', 'action2book', 'poi_metro', 'poi_metro_station']	0.003%	снять хостел метро щелковская	1
1042	['acm_hotel', 'city', 'geo_oblast', 'poi_street_popular']	0.003%	отели в люблино улица ставропольская	1
1043	['acm_hotel', 'city', 'poi_park', 'price']	0.003%	отель паттайя парк в паттайе цены	1
1044	['acm_apart', 'acm_gost_popular', 'geo_oblast']	0.003%	апартаменты на октябрьской новосибирск	3
1045	['acm_hotel', 'amn_jacuzzi']	0.003%	отель с джакузи	2
1046	['acm_hostel', 'geo_rayon', 'poi_metro_station_spb']	0.003%	хостел по адмиралтейскому району	1
1047	['acm_gost_popular', 'acm_hotel', 'city', 'poi_metro', 'poi_metro_station']	0.003%	эконом отели москвы метро щукинская	2
1048	['acm_hotel', 'acm_hotel_popular', 'amn_view']	0.003%	отель в москва сити с панорамным видом	3
1049	['acm_hotel', 'poi_metro_station_spb', 'time_hours']	0.003%	отель на час на петроградской чкаловской	2
1050	['acm_hotel', 'action2book', 'city', 'wh_how']	0.003%	как забронировать отель в дубае	1
1051	['acm_hotel', 'amn_all_inclusive', 'city', 'location_line', 'reviews', 'stars_5']	0.003%	отели в хургаде 5 звезд все включено первая линия отзывы	3
1052	['acm_gost', 'acm_gost_popular', 'contacts_site']	0.003%	гостиница националь официальный сайт	1
1053	['acm_gost', 'city', 'geo_rayon', 'poi_olympic_park']	0.003%	гостиницы в адлере район олимпийского парка	2
1054	['acm_hotel', 'acm_hotel_popular', 'city', 'poi_avenue']	0.003%	невская классика отель санкт-петербург	2
1055	['acm_minigost', 'poi_metro', 'poi_metro_station']	0.003%	минигостиницы на метро университет	1
1056	['acm_hotel', 'amn_kitchen', 'city']	0.003%	москва отель с кухней	1
1057	['acm_apart', 'city', 'poi_metro_station']	0.003%	апартаменты москва краснопресненская	1
1058	['city', 'poi_metro', 'poi_metro_station', 'space_near', 'wh_how']	0.003%	аэропорт внуково какое метро рядом	1
1059	['acm_hostel', 'contacts_site', 'poi_metro_station']	0.003%	хостел в бибирево сайт	1
1060	['acm_apart', 'city', 'geo_uts']	0.003%	апартаменты красная поляна	3
1061	['acm_gost', 'city', 'peninsula', 'price']	0.003%	балаклава крым гостиницы цены	1
1062	['acm_gost', 'acm_obj_part', 'action2book', 'city', 'price']	0.003%	сколько стоит снять номер в гостинице в калининграде	2
1063	['city', 'price_cheap']	0.003%	адлер недорого	1
1064	['acm_acm', 'acm_hostel', 'city', 'price']	0.003%	стоимость проживания в хостелах стамбула	1
1065	['city', 'country', 'date_month', 'date_year', 'price']	0.003%	египет хургада декабрь 2015 цены	1
1066	['acm_obj', 'city', 'peninsula']	0.003%	крым пансионат морское судак	1
1067	['amn_all_inclusive', 'city', 'date_year', 'hot', 'price']	0.003%	шарм эль шейх горящие путевки все включено цены 2015	2
1068	['acm_gost_popular', 'action_see', 'city', 'wh_what']	0.003%	что посмотреть в москве туристу	1
1069	[' amn_aquapark', 'acm_gost', 'acm_hotel_popular', 'space_near']	0.003%	ближайшие гостиницы около аквапарка ривьера	2
1070	['acm_hotel', 'poi_metro', 'poi_metro_station', 'price_cheap']	0.003%	недорогие отели метро цветной бульвар	2
1071	['acm_minihotel', 'city', 'geo_oblast']	0.003%	мини-отель курская в спб	1
1072	['action_reach', 'city', 'poi_metro', 'poi_metro_station']	0.003%	доехать от аэропорта домодедово до метро	1
1073	['acm_hotel', 'city', 'geo_oblast', 'poi_metro_station_spb']	0.003%	отель королев московская область	1
1074	['city', 'country', 'lang_rus', 'map']	0.003%	карта тайланда паттайя на русском языке	1
1075	['acm_hostel', 'geo_oblast', 'poi_centre']	0.003%	хостел в челябинске в центре	2
1076	['acm_hotel', 'contacts_site', 'geo_oblast']	0.003%	отели челябинск официальный сайт	3
1077	[' amn_aquapark', 'city']	0.003%	аквапарк в казани	1
1078	['acm_hotel', 'city', 'location_line', 'stars_3']	0.003%	отели 3 звезды в хургаде на первой линии	1
1079	['city', 'date_month', 'date_year', 'price']	0.003%	цены в шарм эль шейхе в октябре 2015	1
1080	['acm_gost', 'city', 'date_year', 'price', 'rest', 'transaction_feature_wo_mediators']	0.003%	лазаревское гостиницы 2015 цены цена на отдых без посредников	1
1081	['acm_gost', 'acm_hotel_popular', 'acm_hotels_popular', 'poi_metro_station_spb']	0.003%	гостиница холидей инн лесная	3
1082	['acm_gost_popular', 'acm_obj_part', 'action2book', 'city']	0.003%	ялта интурист заказать номер	1
1083	['acm_hotel', 'amn_breakfast', 'city', 'poi_centre']	0.003%	отели казани в центре с завтраком	2
1084	['acm_gost', 'city', 'poi_metro_station', 'price_cheap', 'space_near']	0.003%	гостиницы москвы рядом с вднх недорого	2
1085	['acm_obj_popular', 'city', 'date_year', 'reviews']	0.003%	южное взморье адлер отзывы 2015	3
1086	['acm_hotel', 'city', 'feature_hourly']	0.003%	подольск почасовой отель	1
1087	['acm_minihotel', 'city', 'contacts_site', 'poi_metro_station']	0.003%	мини отель измайловский официальный сайт москва	1
1088	['acm_minihotel', 'poi_metro', 'poi_metro_station', 'space_near']	0.003%	мини отель возле метро беляево	1
1089	['acm_hotel', 'amn_spa', 'country']	0.003%	беларусь спа отели	1
1090	['acm_acm', 'acm_hotel', 'city', 'price']	0.003%	цена проживания в отеле в дубае	2
1091	['acm_hotel', 'acm_hotel_popular', 'city', 'contacts_phone']	0.003%	отель севастополь классик москва телефон	1
1092	['acm_ghouse', 'city', 'peninsula']	0.003%	крым алушта гостевые дома	1
1093	['acm_gost', 'city', 'geo_oblast', 'poi_station']	0.003%	гостиницы москвы у вокзала ярославского	2
1094	['acm_gost', 'poi_metro', 'poi_metro_station', 'poi_metro_station_spb']	0.003%	гостиница метро ленинский проспект	2
1095	['acm_gost', 'acm_gost_popular', 'acm_obj_part', 'action2book', 'city']	0.003%	гостиница космос москва забронировать номер	1
1096	['acm_hotel', 'city', 'poi_park']	0.003%	отель парк барселона	1
1097	['acm_hotel', 'amn_all_inclusive', 'amn_beach', 'city', 'location_line', 'stars_3']	0.003%	отели сиде 3 звезды первая линия все включено собственный пляж	2
1098	['amn_spa', 'city', 'price']	0.003%	спа в паттайе цены	1
1099	['acm_gost', 'action_show', 'city', 'city_city', 'map']	0.003%	показать на карте гостиницы в г. нижний новгород	1
1100	['acm_hotel', 'city', 'geo_admin_okrug']	0.003%	отели сзао москвы	1
1101	['amn_all_inclusive', 'country', 'date_year', 'price', 'rest']	0.003%	отдых в греции все включено цены 2015	1
1102	['acm_gost', 'city', 'date_year', 'reviews']	0.003%	гостиницы минска отзывы 2015	1
1103	['amn_all_inclusive', 'country', 'date_month', 'date_year', 'price', 'rest']	0.003%	отдых в греции в январе 2016 цены все включено	2
1104	['amn_all_inclusive', 'country', 'price', 'tour']	0.003%	путевка в грецию все включено цена	3
1105	['acm_hotel', 'city', 'geo_uts', 'rating']	0.003%	отели красной поляны рейтинг	1
1106	['country', 'trip']	0.003%	поездки в египет	3
1107	['acm_hotel', 'acm_hotel_popular', 'city', 'space_near']	0.003%	отель в казани рядом с ривьерой	1
1108	['acm_gost', 'acm_gost_popular', 'city', 'poi_metro', 'space_near']	0.003%	гостиницы рядом с метро октябрьская москва	1
1109	['acm_gost', 'poi_avenue', 'poi_metro', 'poi_metro_station']	0.003%	гостиница метро рязанский проспект	3
1110	['acm_hotel', 'amn_all_inclusive', 'city', 'country', 'date_year', 'price', 'stars_4']	0.003%	египет хургада отели 4 звезды все включено цены 2015	3
1111	['acm_hotel', 'acm_obj_part']	0.003%	номер в отеле	3
1112	['acm_gost', 'amn_all_inclusive', 'date_year', 'peninsula', 'price']	0.003%	гостиницы в крыму все включено цены 2015	2
1113	['acm_hotel', 'amn_all_inclusive', 'amn_beach', 'city', 'location_line']	0.003%	отели анапы первая линия все включено собственный пляж	3
1114	['acm_hotel', 'acm_obj_part', 'amn_kitchen', 'city']	0.003%	отель с кухней в номере москва	1
1115	['acm_gost', 'city', 'geo_oblast', 'price_cheap']	0.003%	гостиницы в энгельсе саратовской области недорого	2
1116	['acm_gost', 'city', 'city_city', 'econom_class']	0.003%	гостиницы в городе домодедово эконом класса	1
1117	['acm_gost', 'geo_rayon', 'poi_metro', 'poi_metro_station', 'price_cheap']	0.003%	недорогиее гостинецы в районе м. нагорная	1
1118	['action_stay', 'geo_oblast', 'price_cheap', 'wh_where']	0.003%	где дешево остановиться в омске	1
1119	['acm_hotel', 'city', 'detailed', 'map']	0.003%	карта шарм-эль-шейх с отелями подробная	2
1120	['acm_hotel', 'country', 'poi_sea', 'space_near', 'stars_4']	0.003%	тайланд отели 4 звезды возле моря	3
1121	['acm_obj', 'city', 'contacts_site', 'country', 'price']	0.003%	джермук санаторий армения официальный сайт цены	2
1122	['acm_gost', 'action2book', 'poi_metro_station']	0.003%	снять гостинницу шоссе энтузиастов	1
1123	['acm_hostel', 'city', 'poi_centre', 'price', 'price_cheap']	0.003%	хостелы в питере недорого в центре цены	1
1124	['action_buy', 'city', 'tickets']	0.003%	купить билет на москву	1
1125	['acm_gost', 'acm_gost_popular', 'city', 'poi_street_popular']	0.003%	гостиницы в минске на улице октябрьская	1
1126	['acm_hotel', 'amn_basin', 'city', 'price_cheap']	0.003%	недорогие отели в анапе с бассейном	1
1127	['acm_apart', 'city', 'geo_oblast']	0.003%	байкал апартаменты красноярск	1
1128	['acm_hotel', 'amn_all_inclusive', 'city', 'location_line', 'reviews', 'stars_4']	0.003%	хургада отели 4 звезды первая линия все включено отзывы	1
1129	['acm_minihotel', 'geo_oblast', 'price']	0.003%	мини отели мурманска цены	3
1130	['acm_gost', 'acm_obj_part', 'action2book', 'city', 'city_city']	0.003%	снять номер в гостинеце город таганрог	1
1131	['acm_apart', 'action2book', 'city', 'poi_centre']	0.003%	апартаменты в центре москвы аренда	1
1132	['acm_obj', 'acm_obj_popular']	0.003%	санаторий южное взморь	1
1133	['acm_hostel', 'geo_uts']	0.003%	кабардинка хостел	1
1134	['acm_hotel', 'city', 'city_city', 'poi_centre', 'stars_3']	0.003%	отели будапешта в центре города 3 звезды	1
1135	['agency', 'city', 'date_year']	0.003%	турагентства симферополь 2015	1
1136	['acm_gost', 'city', 'map', 'poi_metro_station']	0.003%	псков гостиница рижская на карте	1
1137	['acm_gost', 'city', 'date_year', 'geo_oblast', 'price']	0.003%	гостиницы светлогорска калининградской области цены 2015	3
1138	['acm_hotel', 'city', 'location_line', 'price_cheap']	0.003%	недорогие отели сиде на 1 линии	2
1139	['acm_gost', 'poi_metro_station', 'poi_quay']	0.003%	гостиница краснопресненская набережная	1
1140	['action_reach', 'city', 'transport_train']	0.003%	доехать до москвы на поезде	3
1141	['amn_basin', 'city']	0.003%	анапа с бассейном	1
1142	['acm_hotel', 'city', 'geo_uts', 'map']	0.003%	отели красная поляна на карте	1
1143	['acm_gost', 'city', 'photo', 'poi_metro_station_spb']	0.003%	питер гостиница выборгская фото	3
1144	['acm_hotels_popular', 'city_en']	0.003%	holiday inn istanbul	1
1145	['acm_hotel', 'city', 'poi_metro_station_spb', 'reviews']	0.003%	отель достоевский санкт-петербург отзывы	1
1146	['acm_gost', 'acm_gost_popular', 'poi_metro', 'poi_metro_station']	0.003%	гостиница салют метро юго-западная	1
1147	['acm_acm', 'acm_gost', 'geo_oblast', 'price']	0.003%	стоимость проживания в гостинницах  брянск	1
1148	['acm_hostel', 'geo_oblast', 'poi_metro_station_spb']	0.003%	хостел достоевский иркутск	1
1149	['acm_gost', 'city', 'rest']	0.003%	отдых в санкт-петербурге гостиницы	1
1150	['city', 'date_year', 'photo', 'poi_private_sector', 'price', 'rest', 'transaction_feature_wo_mediators']	0.003%	джубга частный сектор 2015 цены цена на отдых без посредников фото	3
1151	['acm_gost', 'city', 'date_year', 'map']	0.003%	гостиницы анапы на карте 2015	2
1152	['acm_hostel', 'poi_metro', 'poi_metro_station_spb', 'space_near']	0.003%	хостел около метро приморская	2
1153	['acm_hotel', 'city', 'country', 'reviews']	0.003%	отзывы об отелях египет хургада	1
1154	['geo_oblast', 'hot']	0.003%	аланья горящие путевки	2
1155	['acm_gost_popular', 'acm_hostel', 'city', 'poi_metro', 'poi_metro_station']	0.003%	москва хостелы эконом метро сокол	2
1156	['acm_hostel', 'acm_hostel_popular', 'city', 'reviews']	0.003%	хостел арумс в санкт-петербурге отзывы	3
1157	['action_stay', 'city', 'date_year', 'price_cheap', 'wh_where']	0.003%	где остановиться в симферополе недорого в 2015 году	1
1158	['acm_hostel', 'action2book', 'city', 'poi_metro', 'poi_metro_station_spb']	0.003%	снять хостел в санкт-петербурге у метро площадь ленина	2
1159	['acm_hotel', 'poi_metro_station', 'price_cheap']	0.003%	дешёвые отели на вднх	1
1160	['acm_ghouse', 'amn_basin', 'geo_uts']	0.003%	гостевые дома в лоо с бассейном	2
1161	['acm_acm', 'acm_hostel', 'city']	0.003%	проживание в санкт-петербурге хостел	1
1162	['acm_hostel', 'city', 'time_season']	0.003%	москва хостел весна	1
1163	['country', 'date_year', 'holiday', 'price']	0.003%	египет на новый год 2016 цены	2
1164	['action_stay', 'city', 'reviews', 'wh_where']	0.003%	где остановиться в пятигорске отзывы	2
1165	['acm_gost', 'city', 'poi_metro', 'poi_metro_station_spb', 'price_cheap']	0.003%	гостиница в спб недорого метро ладожская	2
1166	['acm_hotel_popular_en', 'city_en', 'resort_en']	0.003%	coral beach resort dubai	1
1167	['acm_hostel', 'city', 'poi_metro', 'poi_metro_station', 'price_cheap']	0.003%	хостелы в москве недорогие метро красные ворота	2
1168	['acm_gost', 'acm_hotel', 'geo_uts', 'map']	0.003%	витязево карта с отелями и гостиницами	1
1169	['acm_gost', 'acm_obj_part', 'city', 'photo']	0.003%	гостиница санкт-петербург в санкт-петербурге фото номеров	1
1170	['acm_gost', 'city', 'poi_metro', 'poi_metro_station', 'price', 'price_cheap', 'space_near']	0.003%	недорогие гостиницы в москве рядом с метро марксистская цены	1
1171	['acm_gost_popular', 'acm_hostel', 'poi_metro']	0.003%	метро октябрьская хостелы	2
1172	['acm_gost', 'acm_obj_part', 'city', 'contacts_phone']	0.003%	номера телефонов гостиницы можайска	1
1173	['city', 'poi_sea']	0.003%	калининград море	3
1174	['acm_minihotel', 'city', 'date_year', 'price']	0.003%	мини отели кисловодска цены 2015	1
1175	['acm_gost', 'poi_metro_station_spb', 'price_cheap']	0.003%	дешевая гостиница на невском проспекте	1
1176	['acm_hotel_en', 'acm_hotel_popular_en', 'stars_5']	0.003%	AMC Royal Hotel 5*	2
1177	['acm_gost', 'poi_olympic_park', 'space_near']	0.003%	олимпийский парк гостиницы рядом	3
1178	['acm_hotel', 'poi_metro', 'poi_metro_station', 'price']	0.003%	отель метро петровско разумовская цены	2
1179	['acm_gost', 'acm_hotel_popular', 'city', 'contacts_site', 'poi_metro_station']	0.003%	гостиница ибис москва павелецкая москва официальный сайт	3
1180	['acm_gost', 'city', 'contacts_site', 'island']	0.003%	гостиница васильевский остров санкт-петербург официальный сайт	3
1181	['acm_hotel', 'city', 'poi_sea', 'price_cheap']	0.003%	сочи отели у моря недорого	2
1182	['acm_gost', 'city', 'contacts_phone', 'contacts_site', 'geo_oblast']	0.003%	гостиница ленинградская в москве официальный сайт телефон	3
1183	['acm_hotel', 'amn_breakfast', 'city', 'poi_centre', 'stars_3']	0.003%	отели санкт-петербурга 3 звезды в центре с завтраком	3
1184	['acm_gost', 'acm_hotel', 'city', 'rating']	0.003%	рейтинг гостиниц, отелей нижнего новгорода	1
1185	['date_month', 'rest']	0.003%	отдых в октябре	2
1186	['acm_hotel', 'city', 'price', 'reviews']	0.003%	отели минска цены и отзывы	1
1187	['city', 'island', 'price', 'tour']	0.003%	стоимость путевки на остров пхукет	1
1188	['acm_ghouse', 'city', 'geo_oblast', 'price']	0.003%	гостевые дома в светлогорске калининградской области цены	3
1189	['acm_hotel', 'amn_beach', 'city', 'price', 'stars_5']	0.003%	пхукет отели 5 звезд с собственным пляжем цены	3
1190	['amn_all_inclusive', 'city', 'hot']	0.003%	горящие путёвки в шарм эль шейх всё включено	3
1191	['acm_hotel', 'holiday', 'peninsula']	0.003%	отели крыма на новый год	1
1192	['city', 'geo_oblast', 'price', 'transport_train']	0.003%	москва-хабаровск поезд цена	1
1193	['city', 'stars_4']	0.003%	дубай 4 звезды	2
1194	['acm_gost', 'city', 'city_city', 'poi_street_popular']	0.003%	гостиница по улице репина город екатеринбург	2
1195	['acm_hotel_popular', 'acm_obj', 'city', 'contacts_site']	0.003%	гостиничный комплекс парус сочи официальный сайт	1
1196	[' amn_aquapark', 'acm_hotel_popular', 'city', 'price']	0.003%	казань аквапарк ривьера цены	3
1197	['action_see', 'country', 'time_season', 'wh_what']	0.003%	франция зимой что посмотреть	1
1198	['acm_ghouse', 'city', 'date_year', 'price']	0.003%	гостевые дома алушта цены 2015	1
1199	['acm_gost', 'acm_obj_part', 'action2book', 'geo_oblast']	0.003%	снять номер в гостинице челябинск	2
1200	['acm_gost', 'city', 'poi_avenue', 'poi_metro_station_spb']	0.003%	гостиница спб проспект просвещения	1
1201	['acm_gost', 'city', 'econom_class', 'price_cheap']	0.003%	дешевые гостиницы калуги эконом класса	2
1202	['acm_gost_popular', 'acm_hotel', 'city', 'price']	0.003%	отель ялта интурист цены	1
1203	['acm_gost', 'acm_hotel', 'city', 'date_year']	0.003%	гостиницы и отели севастополя 2015	1
1204	['acm_gost', 'city', 'poi_metro', 'poi_metro_station', 'poi_metro_station_spb', 'space_near']	0.003%	гостиницы возле метро ленинский проспект в москве	1
1205	['action_reach', 'city', 'poi_metro_station_spb', 'wh_how']	0.003%	как добраться пулково невский проспект	1
1206	['action_reach', 'geo_oblast', 'poi_metro', 'poi_metro_station', 'wh_how']	0.003%	как доехать от метро курская ,до метро юго западная	1
1207	['acm_gost', 'city', 'detailed', 'map']	0.002%	карта севастополя с гостиницами подробная	1
1208	['acm_gost', 'city', 'poi_metro_station', 'wh_where']	0.002%	гостиница в воронеже где аэропорт	2
1209	['acm_obj', 'city', 'stars_5']	0.002%	краснодар гостиничный комплекс 5 звезд	1
1210	['acm_gost', 'poi_metro', 'price_cheap', 'space_near']	0.002%	гостиница возле метро недорого	1
1211	['acm_minigost', 'peninsula']	0.002%	минигостиницы в крыму	2
1212	['acm_gost', 'map', 'poi_metro_station']	0.002%	гостиница первомайский на карте	1
1213	['acm_hotel', 'city', 'space_near', 'stars_5']	0.002%	отели 5 звезд около дубровника	1
1214	['acm_gost_popular', 'city', 'date_year', 'photo']	0.002%	паттайя фото туристов 2015	2
1215	['acm_hotel', 'city', 'country', 'time_hours']	0.002%	отель на час москва, россия	2
1216	['action_see', 'city', 'holiday', 'wh_what']	0.002%	барселона на новый год что посмотреть	1
1217	['acm_gost', 'acm_hotel', 'city', 'price_expensive']	0.002%	кие в гостиницы отели не дорогие	1
1218	['acm_gost', 'acm_gost_popular', 'city', 'geo_rayon']	0.002%	гродно октябрьский район гостиницы	2
1219	['acm_gost', 'city_ukr']	0.002%	гостинеца в львові	1
1220	['acm_gost', 'city', 'rating', 'reviews']	0.002%	рейтинг гостиниц екатеринбурга по отзывам	2
1221	['acm_gost', 'geo_oblast', 'geo_rayon', 'poi_metro', 'poi_metro_station']	0.002%	новосибирск гостиница в районе метро студенческая	1
1222	['acm_gost', 'acm_minihotel', 'city', 'poi_metro', 'poi_metro_station_spb']	0.002%	мини отель питер гостиницы метро гостиный двор	1
1223	['acm_hostel', 'city', 'photo', 'price', 'price_cheap']	0.002%	хостел в тюмени недорого цены и фото	2
1224	['acm_hotel', 'city', 'poi_avenue', 'reviews']	0.002%	невский гранд отель санкт петербург отзывы	2
1225	['acm_gost', 'amn_spa', 'geo_oblast']	0.002%	спа гостиница красноярск	1
1226	['acm_gost', 'acm_hostel', 'city', 'poi_metro', 'poi_metro_station_spb']	0.002%	хостелы и гостиницы метро горьковская спб	1
1227	[' amn_aquapark', 'acm_gost', 'acm_hotel_popular', 'city', 'price_cheap', 'space_near']	0.002%	недорогие гостиницы в казани рядом с аквапарком ривьера	2
1228	['city', 'map', 'poi_centre']	0.002%	карта симферополя центр	1
1229	['acm_hotel', 'amn_all_inclusive', 'city', 'price_cheap']	0.002%	дешевые отели ялта все включено	1
1230	['acm_hotels_popular', 'contacts_site', 'poi_metro_station']	0.002%	парк отель семеновский сайт	2
1231	['acm_gost', 'acm_gost_popular', 'city', 'contacts_phone']	0.002%	гостиница националь москва телефон	1
1232	['acm_hotel', 'acm_obj_part', 'action2book', 'city', 'poi_metro', 'poi_metro_station']	0.002%	снять номер киев отель на метро университет	2
1233	['acm_hotel', 'city', 'photo', 'price']	0.002%	отели ташкента цены фото	1
1234	['acm_minihotel', 'city', 'date_year']	0.002%	ялта мини отели 2015	1
1235	['acm_hotel', 'city', 'poi_metro_station', 'price']	0.002%	цена отеля в аэропорту борисполь	1
1236	['acm_gost', 'acm_hotel', 'city', 'poi_metro', 'poi_metro_station_spb']	0.002%	гостиницы и отели санкт-петербург метро технологический институт	1
1237	['city', 'date_month', 'price', 'tour']	0.002%	паттайя в декабре цены на путевки	1
1238	['action_rest', 'action_visit', 'city', 'wh_where_direction']	0.002%	куда сходить отдохнуть в калининграде	1
1239	['acm_hotel', 'amn_beach', 'city', 'space_near']	0.002%	отели на самуи рядом с пляжем	1
1240	['acm_minihotel', 'geo_oblast', 'price_cheap']	0.002%	дешевые мини отели челябинск	1
1241	['acm_gost', 'date_year', 'peninsula', 'price', 'rest']	0.002%	крым отдых гостиницы 2015 цены	2
1242	['acm_minihotel', 'city', 'poi_sea']	0.002%	мини отели в адлере у моря	1
1243	['action_reach', 'city', 'poi_metro_station', 'poi_street_popular', 'wh_how']	0.002%	аэропорт пулково - улица боровая спб как добраться	2
1244	['acm_gost', 'city', 'geo_uts', 'rating']	0.002%	рейтинг гостиниц красная поляна	2
1245	['acm_ghouse', 'city', 'geo_uts']	0.002%	гостевой дом александрия лоо	1
1246	['acm_gost', 'city', 'city_city', 'country']	0.002%	гостиница украина г. симферополь	1
1247	['acm_hostel', 'city', 'map', 'price_cheap']	0.002%	дешёвые хостелы в москве на карте	1
1248	['acm_hotel', 'city', 'poi_quay', 'poi_sea']	0.002%	феодосия черноморская набережная отели	1
1249	['acm_gost', 'action2book']	0.002%	забронировать гостиницу	2
1250	['action_reach', 'city', 'wh_where_direction']	0.002%	с паттайи куда можно добраться	1
1251	['acm_hostel', 'city', 'poi_metro', 'tour']	0.002%	метро тур хостел санкт-петербург	2
1252	['action_stay', 'city']	0.002%	остановиться в москве	1
1253	['country', 'price', 'rest']	0.002%	цены на отдых в грецию	1
1254	['action_reach', 'city', 'city_city', 'poi_metro', 'poi_metro_station']	0.002%	доехать от аэропорта домодедово до метро г москва	1
1255	['acm_hotel', 'city', 'poi_metro_station', 'poi_station']	0.002%	отель у белорусского вокзала москва	1
1256	['acm_gost_popular', 'action_reach', 'city', 'wh_how']	0.002%	как доехать ялта интурист	1
1257	['action2book', 'agregator_ostrovok']	0.002%	островок бронирование	2
1258	['price', 'tour']	0.002%	путевки и цены	1
